,date,PM25,PM10,O3,NO2,SO2,CO
743,15/10/2018,,,,,,
744,16/10/2018,,,,,,
745,17/10/2018,,,,,,
746,18/10/2018,,,,,,
747,19/10/2018,,,,,,
748,20/10/2018,,,,,,
749,21/10/2018,,,,,,
750,22/10/2018,,,,,,
751,23/10/2018,,,,,,
752,24/10/2018,,,,,,
753,25/10/2018,,,,,,
754,26/10/2018,,,,,,
755,27/10/2018,,,,,,
756,28/10/2018,,,,,,
757,29/10/2018,,,,,,
758,30/10/2018,,,,,,
759,31/10/2018,,,,,,
760,01/09/2018,,,,,,
761,02/09/2018,,,,,,
762,03/09/2018,,,,,,
763,04/09/2018,,,,,,
764,05/09/2018,,,,,,
765,06/09/2018,,,,,,
766,07/09/2018,,,,,,
767,08/09/2018,,,,,,
768,09/09/2018,,,,,,
769,10/09/2018,,,,,,
770,11/09/2018,,,,,,
771,12/09/2018,,,,,,
772,13/09/2018,,,,,,
773,14/09/2018,,,,,,
774,15/09/2018,,,,,,
775,16/09/2018,,,,,,
776,17/09/2018,,,,,,
777,18/09/2018,,,,,,
778,19/09/2018,,,,,,
779,20/09/2018,,,,,,
780,21/09/2018,,,,,,
781,22/09/2018,,,,,,
782,23/09/2018,,,,,,
783,24/09/2018,,,,,,
784,25/09/2018,,,,,,
785,26/09/2018,,,,,,
786,27/09/2018,,,,,,
787,28/09/2018,,,,,,
788,29/09/2018,,,,,,
789,30/09/2018,,,,,,
790,01/08/2018,,,,,,
791,02/08/2018,,,,,,
792,03/08/2018,,,,,,
793,04/08/2018,,,,,,
794,05/08/2018,,,,,,
795,06/08/2018,,,,,,
796,07/08/2018,,,,,,
797,08/08/2018,,,,,,
798,09/08/2018,,,,,,
799,10/08/2018,,,,,,
800,11/08/2018,,,,,,
801,12/08/2018,,,,,,
802,13/08/2018,,,,,,
803,14/08/2018,,,,,,
804,15/08/2018,,,,,,
805,16/08/2018,,,,,,
806,17/08/2018,,,,,,
807,18/08/2018,,,,,,
808,19/08/2018,,,,,,
809,20/08/2018,,,,,,
810,21/08/2018,,,,,,
811,22/08/2018,,,,,,
812,23/08/2018,,,,,,
813,24/08/2018,,,,,,
814,25/08/2018,,,,,,
815,26/08/2018,,,,,,
816,27/08/2018,,,,,,
817,28/08/2018,,,,,,
818,29/08/2018,,,,,,
819,30/08/2018,,,,,,
820,31/08/2018,,,,,,
821,01/07/2018,,,,,,
822,02/07/2018,,,,,,
823,03/07/2018,,,,,,
824,04/07/2018,,,,,,
825,05/07/2018,,,,,,
826,06/07/2018,,,,,,
827,07/07/2018,,,,,,
828,08/07/2018,,,,,,
829,09/07/2018,,,,,,
830,10/07/2018,,,,,,
831,11/07/2018,,,,,,
832,12/07/2018,,,,,,
833,13/07/2018,,,,,,
834,14/07/2018,,,,,,
835,15/07/2018,,,,,,
836,16/07/2018,,,,,,
837,17/07/2018,,,,,,
838,18/07/2018,,,,,,
839,19/07/2018,,,,,,
840,20/07/2018,,,,,,
841,21/07/2018,,,,,,
842,22/07/2018,,,,,,
843,23/07/2018,,,,,,
844,24/07/2018,,,,,,
845,25/07/2018,,,,,,
846,26/07/2018,,,,,,
847,27/07/2018,,,,,,
848,28/07/2018,,,,,,
849,29/07/2018,,,,,,
850,30/07/2018,,,,,,
851,31/07/2018,,,,,,
852,01/06/2018,,,,,,
853,02/06/2018,,,,,,
854,03/06/2018,,,,,,
855,04/06/2018,95,,,,,
856,05/06/2018,180,,,,,
857,06/06/2018,,,,,,
858,07/06/2018,,95,95,95,95,95
859,08/06/2018,,180,180,180,180,180
860,09/06/2018,114,,,,,
861,10/06/2018,122,,,,,
862,11/06/2018,108,,,,,
863,12/06/2018,94,114,114,114,114,114
864,13/06/2018,109,122,122,122,122,122
865,14/06/2018,55,108,108,108,108,108
866,15/06/2018,87,94,94,94,94,94
867,16/06/2018,127,109,109,109,109,109
868,17/06/2018,146,55,55,55,55,55
869,18/06/2018,299,87,87,87,87,87
870,19/06/2018,219,127,127,127,127,127
871,20/06/2018,184,146,146,146,146,146
872,21/06/2018,102,299,299,299,299,299
873,22/06/2018,67,219,219,219,219,219
874,23/06/2018,110,184,184,184,184,184
875,24/06/2018,88,102,102,102,102,102
876,25/06/2018,143,67,67,67,67,67
877,26/06/2018,106,110,110,110,110,110
878,27/06/2018,128,88,88,88,88,88
879,28/06/2018,119,143,143,143,143,143
880,29/06/2018,111,106,106,106,106,106
881,30/06/2018,171,128,128,128,128,128
882,01/05/2018,,119,119,119,119,119
883,02/05/2018,,111,111,111,111,111
884,03/05/2018,,171,171,171,171,171
885,04/05/2018,,,,,,
886,05/05/2018,,,,,,
887,06/05/2018,89,,,,,
888,07/05/2018,,,,,,
889,08/05/2018,,,,,,
890,09/05/2018,,89,89,89,89,89
891,10/05/2018,,,,,,
892,11/05/2018,,,,,,
893,12/05/2018,,,,,,
894,13/05/2018,,,,,,
895,14/05/2018,,,,,,
896,15/05/2018,,,,,,
897,16/05/2018,,,,,,
898,17/05/2018,,,,,,
899,18/05/2018,,,,,,
900,19/05/2018,,,,,,
901,20/05/2018,,,,,,
902,21/05/2018,,,,,,
903,22/05/2018,,,,,,
904,23/05/2018,,,,,,
905,24/05/2018,,,,,,
906,25/05/2018,,,,,,
907,26/05/2018,47,,,,,
908,27/05/2018,48,,,,,
909,28/05/2018,60,,,,,
910,29/05/2018,,47,47,47,47,47
911,30/05/2018,,48,48,48,48,48
912,31/05/2018,,60,60,60,60,60
913,01/04/2018,,,,,,
914,02/04/2018,,,,,,
915,03/04/2018,,,,,,
916,04/04/2018,,,,,,
917,05/04/2018,,,,,,
918,06/04/2018,85,,,,,
919,07/04/2018,105,,,,,
920,08/04/2018,107,,,,,
921,09/04/2018,67,85,85,85,85,85
922,10/04/2018,60,105,105,105,105,105
923,11/04/2018,65,107,107,107,107,107
924,12/04/2018,54,67,67,67,67,67
925,13/04/2018,55,60,60,60,60,60
926,14/04/2018,47,65,65,65,65,65
927,15/04/2018,36,54,54,54,54,54
928,16/04/2018,40,55,55,55,55,55
929,17/04/2018,,47,47,47,47,47
930,18/04/2018,,36,36,36,36,36
931,19/04/2018,,40,40,40,40,40
932,20/04/2018,,,,,,
933,21/04/2018,,,,,,
934,22/04/2018,,,,,,
935,23/04/2018,,,,,,
936,24/04/2018,,,,,,
937,25/04/2018,,,,,,
938,26/04/2018,,,,,,
939,27/04/2018,,,,,,
940,28/04/2018,14,,,,,
941,29/04/2018,8,,,,,
942,30/04/2018,,,,,,
943,01/03/2018,,14,14,14,14,14
944,02/03/2018,,8,8,8,8,8
945,03/03/2018,,,,,,
946,04/03/2018,,,,,,
947,05/03/2018,8,,,,,
948,06/03/2018,,,,,,
949,07/03/2018,,,,,,
950,08/03/2018,,8,8,8,8,8
951,09/03/2018,4,,,,,
952,10/03/2018,4,,,,,
953,11/03/2018,3,,,,,
954,12/03/2018,3,4,4,4,4,4
955,13/03/2018,4,4,4,4,4,4
956,14/03/2018,2,3,3,3,3,3
957,15/03/2018,,3,3,3,3,3
958,16/03/2018,,4,4,4,4,4
959,17/03/2018,55,2,2,2,2,2
960,18/03/2018,82,,,,,
961,19/03/2018,94,,,,,
962,20/03/2018,121,55,55,55,55,55
963,21/03/2018,135,82,82,82,82,82
964,22/03/2018,123,94,94,94,94,94
965,23/03/2018,86,121,121,121,121,121
966,24/03/2018,88,135,135,135,135,135
967,25/03/2018,78,123,123,123,123,123
968,26/03/2018,73,86,86,86,86,86
969,27/03/2018,62,88,88,88,88,88
970,28/03/2018,83,78,78,78,78,78
971,29/03/2018,61,73,73,73,73,73
972,30/03/2018,,62,62,62,62,62
973,31/03/2018,,83,83,83,83,83
974,01/02/2018,,61,61,61,61,61
975,02/02/2018,,,,,,
976,03/02/2018,,,,,,
977,04/02/2018,,,,,,
978,05/02/2018,,,,,,
979,06/02/2018,,,,,,
980,07/02/2018,,,,,,
981,08/02/2018,68,,,,,
982,09/02/2018,111,,,,,
983,10/02/2018,109,,,,,
984,11/02/2018,99,68,68,68,68,68
985,12/02/2018,93,111,111,111,111,111
986,13/02/2018,100,109,109,109,109,109
987,14/02/2018,107,99,99,99,99,99
988,15/02/2018,105,93,93,93,93,93
989,16/02/2018,117,100,100,100,100,100
990,17/02/2018,112,107,107,107,107,107
991,18/02/2018,42,105,105,105,105,105
992,19/02/2018,124,117,117,117,117,117
993,20/02/2018,115,112,112,112,112,112
994,21/02/2018,119,42,42,42,42,42
995,22/02/2018,126,124,124,124,124,124
996,23/02/2018,50,115,115,115,115,115
997,24/02/2018,24,119,119,119,119,119
998,25/02/2018,63,126,126,126,126,126
999,26/02/2018,,50,50,50,50,50
1000,27/02/2018,,24,24,24,24,24
1001,28/02/2018,,63,63,63,63,63
1002,01/12/2017,,,,,,
1003,02/12/2017,44,,,,,
1004,03/12/2017,42,,,,,
1005,04/12/2017,40,,,,,
1006,05/12/2017,,44,44,44,44,44
1007,06/12/2017,,42,42,42,42,42
1008,07/12/2017,29,40,40,40,40,40
1009,08/12/2017,6,,,,,
1010,09/12/2017,94,,,,,
1011,10/12/2017,123,29,29,29,29,29
1012,11/12/2017,158,6,6,6,6,6
1013,12/12/2017,118,94,94,94,94,94
1014,13/12/2017,113,123,123,123,123,123
1015,14/12/2017,83,158,158,158,158,158
1016,15/12/2017,73,118,118,118,118,118
1017,16/12/2017,71,113,113,113,113,113
1018,17/12/2017,46,83,83,83,83,83
1019,18/12/2017,91,73,73,73,73,73
1020,19/12/2017,100,71,71,71,71,71
1021,20/12/2017,110,46,46,46,46,46
1022,21/12/2017,118,91,91,91,91,91
1023,22/12/2017,131,100,100,100,100,100
1024,23/12/2017,148,110,110,110,110,110
1025,24/12/2017,143,118,118,118,118,118
1026,25/12/2017,128,131,131,131,131,131
1027,26/12/2017,126,148,148,148,148,148
1028,27/12/2017,110,143,143,143,143,143
1029,28/12/2017,76,128,128,128,128,128
1030,29/12/2017,103,126,126,126,126,126
1031,30/12/2017,100,110,110,110,110,110
1032,31/12/2017,70,76,76,76,76,76
1033,01/11/2017,64,103,103,103,103,103
1034,02/11/2017,67,100,100,100,100,100
1035,03/11/2017,55,70,70,70,70,70
1036,04/11/2017,57,64,64,64,64,64
1037,05/11/2017,61,67,67,67,67,67
1038,06/11/2017,52,55,55,55,55,55
1039,07/11/2017,69,57,57,57,57,57
1040,08/11/2017,110,61,61,61,61,61
1041,09/11/2017,146,52,52,52,52,52
1042,10/11/2017,83,69,69,69,69,69
1043,11/11/2017,108,110,110,110,110,110
1044,12/11/2017,125,146,146,146,146,146
1045,13/11/2017,96,83,83,83,83,83
1046,14/11/2017,79,108,108,108,108,108
1047,15/11/2017,111,125,125,125,125,125
1048,16/11/2017,142,96,96,96,96,96
1049,17/11/2017,99,79,79,79,79,79
1050,18/11/2017,93,111,111,111,111,111
1051,19/11/2017,144,142,142,142,142,142
1052,20/11/2017,129,99,99,99,99,99
1053,21/11/2017,140,93,93,93,93,93
1054,22/11/2017,102,144,144,144,144,144
1055,23/11/2017,85,129,129,129,129,129
1056,24/11/2017,63,140,140,140,140,140
1057,25/11/2017,59,102,102,102,102,102
1058,26/11/2017,109,85,85,85,85,85
1059,27/11/2017,131,63,63,63,63,63
1060,28/11/2017,105,59,59,59,59,59
1061,29/11/2017,121,109,109,109,109,109
1062,30/11/2017,117,131,131,131,131,131
1063,01/10/2017,132,105,105,105,105,105
1064,02/10/2017,148,121,121,121,121,121
1065,03/10/2017,121,117,117,117,117,117
1066,04/10/2017,142,132,132,132,132,132
1067,05/10/2017,160,148,148,148,148,148
1068,06/10/2017,150,121,121,121,121,121
1069,07/10/2017,127,142,142,142,142,142
1070,08/10/2017,142,160,160,160,160,160
1071,09/10/2017,67,150,150,150,150,150
1072,10/10/2017,80,127,127,127,127,127
1073,11/10/2017,86,142,142,142,142,142
1074,12/10/2017,86,67,67,67,67,67
1075,13/10/2017,79,80,80,80,80,80
1076,14/10/2017,58,86,86,86,86,86
1077,15/10/2017,68,86,86,86,86,86
1078,16/10/2017,64,79,79,79,79,79
1079,17/10/2017,32,58,58,58,58,58
1080,18/10/2017,40,68,68,68,68,68
1081,19/10/2017,16,64,64,64,64,64
1082,20/10/2017,24,32,32,32,32,32
1083,21/10/2017,30,40,40,40,40,40
1084,22/10/2017,18,16,16,16,16,16
1085,23/10/2017,9,24,24,24,24,24
1086,24/10/2017,19,30,30,30,30,30
1087,25/10/2017,38,18,18,18,18,18
1088,26/10/2017,27,9,9,9,9,9
1089,27/10/2017,23,19,19,19,19,19
1090,28/10/2017,18,38,38,38,38,38
1091,29/10/2017,23,27,27,27,27,27
1092,30/10/2017,23,23,23,23,23,23
1093,31/10/2017,36,18,18,18,18,18
1094,01/09/2017,33,23,23,23,23,23
1095,02/09/2017,,23,23,23,23,23
1096,03/09/2017,26,36,36,36,36,36
1097,04/09/2017,19,33,33,33,33,33
1098,05/09/2017,18,,,,,
1099,06/09/2017,9,26,26,26,26,26
1100,07/09/2017,141,19,19,19,19,19
1101,08/09/2017,154,18,18,18,18,18
1102,09/09/2017,55,9,9,9,9,9
1103,10/09/2017,30,141,141,141,141,141
1104,11/09/2017,54,154,154,154,154,154
1105,12/09/2017,48,55,55,55,55,55
1106,13/09/2017,42,30,30,30,30,30
1107,14/09/2017,48,54,54,54,54,54
1108,15/09/2017,50,48,48,48,48,48
1109,16/09/2017,38,42,42,42,42,42
1110,17/09/2017,,48,48,48,48,48
1111,18/09/2017,,50,50,50,50,50
1112,19/09/2017,,38,38,38,38,38
1113,20/09/2017,33,,,,,
1114,21/09/2017,56,,,,,
1115,22/09/2017,54,,,,,
1116,23/09/2017,59,33,33,33,33,33
1117,24/09/2017,42,56,56,56,56,56
1118,25/09/2017,30,54,54,54,54,54
1119,26/09/2017,14,59,59,59,59,59
1120,27/09/2017,17,42,42,42,42,42
1121,28/09/2017,49,30,30,30,30,30
1122,29/09/2017,,14,14,14,14,14
1123,30/09/2017,,17,17,17,17,17
1124,01/08/2017,,49,49,49,49,49
1125,02/08/2017,46,,,,,
1126,03/08/2017,20,,,,,
1127,04/08/2017,38,,,,,
1128,05/08/2017,53,46,46,46,46,46
1129,06/08/2017,26,20,20,20,20,20
1130,07/08/2017,,38,38,38,38,38
1131,08/08/2017,,53,53,53,53,53
1132,09/08/2017,98,26,26,26,26,26
1133,10/08/2017,79,,,,,
1134,11/08/2017,58,,,,,
1135,12/08/2017,45,98,98,98,98,98
1136,13/08/2017,39,79,79,79,79,79
1137,14/08/2017,68,58,58,58,58,58
1138,15/08/2017,52,45,45,45,45,45
1139,16/08/2017,53,39,39,39,39,39
1140,17/08/2017,,68,68,68,68,68
1141,18/08/2017,,52,52,52,52,52
1142,19/08/2017,40,53,53,53,53,53
1143,20/08/2017,26,,,,,
1144,21/08/2017,,,,,,
1145,22/08/2017,,40,40,40,40,40
1146,23/08/2017,,26,26,26,26,26
1147,24/08/2017,,,,,,
1148,25/08/2017,,,,,,
1149,26/08/2017,,,,,,
1150,27/08/2017,,,,,,
1151,28/08/2017,,,,,,
1152,29/08/2017,50,,,,,
1153,30/08/2017,45,,,,,
1154,31/08/2017,63,,,,,
1155,01/07/2017,72,50,50,50,50,50
1156,02/07/2017,,45,45,45,45,45
1157,03/07/2017,,63,63,63,63,63
1158,04/07/2017,53,72,72,72,72,72
1159,05/07/2017,36,,,,,
1160,06/07/2017,62,,,,,
1161,07/07/2017,59,53,53,53,53,53
1162,08/07/2017,61,36,36,36,36,36
1163,09/07/2017,,62,62,62,62,62
1164,10/07/2017,,59,59,59,59,59
1165,11/07/2017,,61,61,61,61,61
1166,12/07/2017,,,,,,
1167,13/07/2017,,,,,,
1168,14/07/2017,,,,,,
1169,15/07/2017,,,,,,
1170,16/07/2017,44,,,,,
1171,17/07/2017,44,,,,,
1172,18/07/2017,57,,,,,
1173,19/07/2017,,44,44,44,44,44
1174,20/07/2017,46,44,44,44,44,44
1175,21/07/2017,32,57,57,57,57,57
1176,22/07/2017,60,,,,,
1177,23/07/2017,67,46,46,46,46,46
1178,24/07/2017,46,32,32,32,32,32
1179,25/07/2017,41,60,60,60,60,60
